Date,State,District,Confirmed,Active,Recovered,Deaths
2020-07-14,Tripura,Dhalai,283,41,242,0
2020-07-14,Tripura,Gomati,306,126,180,0
2020-07-14,Tripura,Khowai,215,134,80,1
2020-07-14,Tripura,North Tripura,95,52,43,0
2020-07-14,Tripura,Sipahijala,658,71,587,0
2020-07-14,Tripura,South Tripura,168,33,135,0
2020-07-14,Tripura,Unokoti,90,17,73,0
2020-07-14,Tripura,West Tripura,368,169,198,1
2020-07-14,Uttar Pradesh,Agra,1414,161,1158,95
2020-07-14,Uttar Pradesh,Aligarh,798,378,395,25
2020-07-14,Uttar Pradesh,Ambedkar Nagar,143,23,116,4
2020-07-14,Uttar Pradesh,Amethi,317,14,302,1
2020-07-14,Uttar Pradesh,Amroha,238,115,118,5
2020-07-14,Uttar Pradesh,Auraiya,119,14,103,2
2020-07-14,Uttar Pradesh,Ayodhya,493,208,280,5
2020-07-14,Uttar Pradesh,Azamgarh,385,124,252,9
2020-07-14,Uttar Pradesh,Baghpat,469,138,324,7
2020-07-14,Uttar Pradesh,Bahraich,173,39,133,1
2020-07-14,Uttar Pradesh,Ballia,471,277,191,3
2020-07-14,Uttar Pradesh,Balrampur,118,30,85,3
2020-07-14,Uttar Pradesh,Banda,78,32,46,0
2020-07-14,Uttar Pradesh,Barabanki,628,212,413,3
2020-07-14,Uttar Pradesh,Bareilly,657,363,275,19
2020-07-14,Uttar Pradesh,Basti,457,95,346,16
2020-07-14,Uttar Pradesh,Bhadohi,225,84,140,1
2020-07-14,Uttar Pradesh,Bijnor,419,94,319,6
2020-07-14,Uttar Pradesh,Budaun,242,90,150,2
2020-07-14,Uttar Pradesh,Bulandshahr,943,274,645,24
2020-07-14,Uttar Pradesh,Chandauli,306,150,152,4
2020-07-14,Uttar Pradesh,Chitrakoot,107,7,98,2
2020-07-14,Uttar Pradesh,Deoria,468,237,227,4
2020-07-14,Uttar Pradesh,Etah,176,56,110,10
2020-07-14,Uttar Pradesh,Etawah,411,115,278,18
2020-07-14,Uttar Pradesh,Farrukhabad,269,79,182,8
2020-07-14,Uttar Pradesh,Fatehpur,234,76,154,4
2020-07-14,Uttar Pradesh,Firozabad,575,43,500,32
2020-07-14,Uttar Pradesh,Gautam Buddha Nagar,3614,851,2728,35
2020-07-14,Uttar Pradesh,Ghaziabad,3458,1295,2101,62
2020-07-14,Uttar Pradesh,Ghazipur,412,43,363,6
2020-07-14,Uttar Pradesh,Gonda,238,58,173,7
2020-07-14,Uttar Pradesh,Gorakhpur,773,325,431,17
2020-07-14,Uttar Pradesh,Hamirpur,121,35,84,2
2020-07-14,Uttar Pradesh,Hapur,928,230,680,18
2020-07-14,Uttar Pradesh,Hardoi,377,138,232,7
2020-07-14,Uttar Pradesh,Hathras,212,22,186,4
2020-07-14,Uttar Pradesh,Jalaun,213,21,184,8
2020-07-14,Uttar Pradesh,Jaunpur,726,199,518,9
2020-07-14,Uttar Pradesh,Jhansi,737,496,202,39
2020-07-14,Uttar Pradesh,Kannauj,345,94,248,3
2020-07-14,Uttar Pradesh,Kanpur Dehat,86,21,64,1
2020-07-14,Uttar Pradesh,Kanpur Nagar,1912,687,1135,90
2020-07-14,Uttar Pradesh,Kasganj,190,91,99,0
2020-07-14,Uttar Pradesh,Kaushambi,226,96,129,1
2020-07-14,Uttar Pradesh,Kushinagar,310,160,144,6
2020-07-14,Uttar Pradesh,Lakhimpur Kheri,181,66,115,0
2020-07-14,Uttar Pradesh,Lalitpur,60,51,6,3
2020-07-14,Uttar Pradesh,Lucknow,2730,1591,1103,36
2020-07-14,Uttar Pradesh,Maharajganj,292,112,177,3
2020-07-14,Uttar Pradesh,Mahoba,92,31,59,2
2020-07-14,Uttar Pradesh,Mainpuri,360,87,262,11
2020-07-14,Uttar Pradesh,Mathura,545,186,334,25
2020-07-14,Uttar Pradesh,Mau,277,178,95,4
2020-07-14,Uttar Pradesh,Meerut,1594,474,1027,93
2020-07-14,Uttar Pradesh,Mirzapur,259,124,132,3
2020-07-14,Uttar Pradesh,Moradabad,794,300,463,31
2020-07-14,Uttar Pradesh,Muzaffarnagar,457,157,286,14
2020-07-14,Uttar Pradesh,Pilibhit,189,50,139,0
2020-07-14,Uttar Pradesh,Pratapgarh,144,24,110,10
2020-07-14,Uttar Pradesh,Prayagraj,662,277,361,24
2020-07-14,Uttar Pradesh,Rae Bareli,191,49,138,4
2020-07-14,Uttar Pradesh,Rampur,456,87,363,6
2020-07-14,Uttar Pradesh,Saharanpur,573,145,425,3
2020-07-14,Uttar Pradesh,Sambhal,589,217,361,11
2020-07-14,Uttar Pradesh,Sant Kabir Nagar,445,179,259,7
2020-07-14,Uttar Pradesh,Shahjahanpur,219,88,130,1
2020-07-14,Uttar Pradesh,Shamli,216,45,167,4
2020-07-14,Uttar Pradesh,Shravasti,91,21,68,2
2020-07-14,Uttar Pradesh,Siddharthnagar,317,54,253,10
2020-07-14,Uttar Pradesh,Sitapur,99,37,61,1
2020-07-14,Uttar Pradesh,Sonbhadra,105,63,41,1
2020-07-14,Uttar Pradesh,Sultanpur,254,55,192,7
2020-07-14,Uttar Pradesh,Unnao,352,171,178,3
2020-07-14,Uttar Pradesh,Varanasi,970,451,483,36
2020-07-14,Uttarakhand,Almora,203,9,192,2
2020-07-14,Uttarakhand,Bageshwar,95,2,92,1
2020-07-14,Uttarakhand,Chamoli,78,2,76,0
2020-07-14,Uttarakhand,Champawat,71,17,53,1
2020-07-14,Uttarakhand,Dehradun,889,195,666,28
2020-07-14,Uttarakhand,Haridwar,399,94,305,0
2020-07-14,Uttarakhand,Nainital,583,130,446,7
2020-07-14,Uttarakhand,Pauri Garhwal,172,23,145,4
2020-07-14,Uttarakhand,Pithoragarh,70,5,65,0
2020-07-14,Uttarakhand,Rudraprayag,67,1,65,1
2020-07-14,Uttarakhand,Tehri Garhwal,437,16,419,2
2020-07-14,Uttarakhand,Udham Singh Nagar,528,254,271,3
2020-07-14,Uttarakhand,Uttarkashi,94,21,72,1
2020-07-14,West Bengal,Alipurduar,206,18,188,0
2020-07-14,West Bengal,Bankura,325,60,265,0
2020-07-14,West Bengal,Birbhum,338,27,308,3
2020-07-14,West Bengal,Cooch Behar,360,50,310,0
2020-07-14,West Bengal,Dakshin Dinajpur,411,179,230,2
2020-07-14,West Bengal,Darjeeling,951,347,591,13
2020-07-14,West Bengal,Hooghly,1613,448,1133,32
2020-07-14,West Bengal,Howrah,4239,1257,2848,134
2020-07-14,West Bengal,Jalpaiguri,581,188,390,3
2020-07-14,West Bengal,Jhargram,25,0,25,0
2020-07-14,West Bengal,Kalimpong,59,3,55,1
2020-07-14,West Bengal,Kolkata,10550,4113,5921,516
2020-07-14,West Bengal,Malda,1263,452,804,7
2020-07-14,West Bengal,Murshidabad,385,111,269,5
2020-07-14,West Bengal,Nadia,445,100,337,8
2020-07-14,West Bengal,North 24 Parganas,6285,2780,3325,180
2020-07-14,West Bengal,Paschim Bardhaman,243,85,152,6
2020-07-14,West Bengal,Paschim Medinipur,565,159,397,9
2020-07-14,West Bengal,Purba Bardhaman,275,91,181,3
2020-07-14,West Bengal,Purba Medinipur,605,216,381,8
2020-07-14,West Bengal,Purulia,116,15,101,0
2020-07-14,West Bengal,South 24 Parganas,2466,1093,1327,46
2020-07-14,West Bengal,Uttar Dinajpur,466,135,330,1
2020-07-15,Andaman and Nicobar Islands,South Andaman,176,46,130,0
2020-07-15,Andhra Pradesh,Anantapur,3813,1559,2205,49
2020-07-15,Andhra Pradesh,Chittoor,3331,2025,1273,33
2020-07-15,Andhra Pradesh,East Godavari,3362,2389,952,21
2020-07-15,Andhra Pradesh,Guntur,3824,1963,1829,32
2020-07-15,Andhra Pradesh,Krishna,2852,807,1960,85
2020-07-15,Andhra Pradesh,Kurnool,4226,1880,2233,113
2020-07-15,Andhra Pradesh,Prakasam,1291,302,976,13
2020-07-15,Andhra Pradesh,S.P.S. Nellore,1464,744,707,13
2020-07-15,Andhra Pradesh,Srikakulam,1592,1092,485,15
2020-07-15,Andhra Pradesh,Visakhapatnam,1612,622,968,22
2020-07-15,Andhra Pradesh,Vizianagaram,881,623,248,10
2020-07-15,Andhra Pradesh,West Godavari,2233,1148,1053,32
2020-07-15,Andhra Pradesh,Y.S.R. Kadapa,2094,937,1143,14
2020-07-15,Arunachal Pradesh,Anjaw,4,4,0,0
2020-07-15,Arunachal Pradesh,Changlang,111,33,78,0
2020-07-15,Arunachal Pradesh,East Kameng,2,2,0,0
2020-07-15,Arunachal Pradesh,East Siang,22,12,10,0
2020-07-15,Arunachal Pradesh,Kamle,0,0,0,0
2020-07-15,Arunachal Pradesh,Kra Daadi,0,0,0,0
2020-07-15,Arunachal Pradesh,Kurung Kumey,0,0,0,0
2020-07-15,Arunachal Pradesh,Lepa Rada,10,9,1,0
2020-07-15,Arunachal Pradesh,Lohit,4,0,4,0
2020-07-15,Arunachal Pradesh,Longding,5,3,2,0
2020-07-15,Arunachal Pradesh,Lower Dibang Valley,5,2,3,0
2020-07-15,Arunachal Pradesh,Lower Siang,5,3,2,0
2020-07-15,Arunachal Pradesh,Lower Subansiri,12,12,0,0
2020-07-15,Arunachal Pradesh,Namsai,38,30,8,0
2020-07-15,Arunachal Pradesh,Pakke Kessang,1,0,1,0
2020-07-15,Arunachal Pradesh,Papum Pare,232,207,24,1
2020-07-15,Arunachal Pradesh,Shi Yomi,0,0,0,0
2020-07-15,Arunachal Pradesh,Siang,1,1,0,0
2020-07-15,Arunachal Pradesh,Tawang,1,0,1,0
2020-07-15,Arunachal Pradesh,Tirap,6,1,5,0
2020-07-15,Arunachal Pradesh,Upper Siang,1,0,1,0
2020-07-15,Arunachal Pradesh,Upper Subansiri,1,1,0,0
2020-07-15,Arunachal Pradesh,West Kameng,28,15,11,2
2020-07-15,Arunachal Pradesh,West Siang,2,0,2,0
2020-07-15,Assam,Baksa,85,84,0,1
2020-07-15,Assam,Barpeta,467,126,340,1
2020-07-15,Assam,Biswanath,58,42,16,0
2020-07-15,Assam,Bongaigaon,155,68,87,0
2020-07-15,Assam,Cachar,351,102,249,0
2020-07-15,Assam,Charaideo,16,16,0,0
2020-07-15,Assam,Chirang,78,26,52,0
2020-07-15,Assam,Darrang,430,169,261,0
2020-07-15,Assam,Dhemaji,96,90,6,0
2020-07-15,Assam,Dhubri,490,80,410,0
2020-07-15,Assam,Dibrugarh,334,177,156,1
2020-07-15,Assam,Dima Hasao,136,20,116,0
2020-07-15,Assam,Goalpara,57,53,4,0
2020-07-15,Assam,Golaghat,616,62,553,1
2020-07-15,Assam,Hailakandi,540,157,381,2
2020-07-15,Assam,Hojai,267,104,163,0
2020-07-15,Assam,Jorhat,228,117,110,1
2020-07-15,Assam,Kamrup,215,150,63,2
2020-07-15,Assam,Kamrup Metropolitan,8832,4220,4587,25
2020-07-15,Assam,Karbi Anglong,223,33,187,3
2020-07-15,Assam,Karimganj,211,70,141,0
2020-07-15,Assam,Kokrajhar,86,76,10,0
2020-07-15,Assam,Lakhimpur,202,77,125,0
2020-07-15,Assam,Majuli,21,21,0,0
2020-07-15,Assam,Morigaon,211,71,140,0
2020-07-15,Assam,Nagaon,330,221,107,2
2020-07-15,Assam,Nalbari,145,102,43,0
2020-07-15,Assam,Sivasagar,33,6,26,1
2020-07-15,Assam,Sonitpur,468,136,331,1
2020-07-15,Assam,South Salmara Mankachar,28,16,12,0
2020-07-15,Assam,Tinsukia,291,180,109,2
2020-07-15,Assam,Udalguri,236,25,210,1
2020-07-15,Assam,West Karbi Anglong,28,28,0,0
2020-07-15,Bihar,Araria,213,66,145,2
2020-07-15,Bihar,Arwal,202,72,129,1
2020-07-15,Bihar,Aurangabad,348,21,325,2
2020-07-15,Bihar,Banka,320,57,263,0
2020-07-15,Bihar,Begusarai,1002,476,519,7
2020-07-15,Bihar,Bhagalpur,1259,555,691,13
2020-07-15,Bihar,Bhojpur,432,90,338,4
2020-07-15,Bihar,Buxar,352,109,243,0
2020-07-15,Bihar,Darbhanga,429,50,369,10
2020-07-15,Bihar,East Champaran,491,86,399,6
2020-07-15,Bihar,Gaya,565,248,308,9
2020-07-15,Bihar,Gopalganj,516,120,395,1
2020-07-15,Bihar,Jamui,236,124,111,1
2020-07-15,Bihar,Jehanabad,366,73,290,3
2020-07-15,Bihar,Kaimur,275,39,233,3
2020-07-15,Bihar,Katihar,533,84,448,1
2020-07-15,Bihar,Khagaria,554,205,345,4
2020-07-15,Bihar,Kishanganj,259,44,213,2
2020-07-15,Bihar,Lakhisarai,265,109,156,0
2020-07-15,Bihar,Madhepura,286,49,236,1
2020-07-15,Bihar,Madhubani,668,117,549,2
2020-07-15,Bihar,Munger,726,304,417,5
2020-07-15,Bihar,Muzaffarpur,900,305,589,6
2020-07-15,Bihar,Nalanda,696,250,439,7
2020-07-15,Bihar,Nawada,711,288,419,4
2020-07-15,Bihar,Patna,2501,1123,1355,23
2020-07-15,Bihar,Purnia,408,42,365,1
2020-07-15,Bihar,Rohtas,559,137,416,6
2020-07-15,Bihar,Saharsa,335,50,284,1
2020-07-15,Bihar,Samastipur,538,136,395,7
2020-07-15,Bihar,Saran,426,108,312,6
2020-07-15,Bihar,Sheikhpura,228,63,165,0
2020-07-15,Bihar,Sheohar,128,21,106,1
2020-07-15,Bihar,Sitamarhi,196,47,146,3
2020-07-15,Bihar,Siwan,856,338,512,6
2020-07-15,Bihar,Supaul,398,74,324,0
2020-07-15,Bihar,Vaishali,418,159,255,4
2020-07-15,Bihar,West Champaran,578,244,329,5
2020-07-15,Chandigarh,Chandigarh,619,149,459,11
2020-07-15,Chhattisgarh,Balod,68,13,55,0
2020-07-15,Chhattisgarh,Baloda Bazar,297,42,255,0
2020-07-15,Chhattisgarh,Balrampur,163,16,147,0
2020-07-15,Chhattisgarh,Bametara,91,19,72,0
2020-07-15,Chhattisgarh,Bastar,65,12,52,1
2020-07-15,Chhattisgarh,Bijapur,18,13,5,0
2020-07-15,Chhattisgarh,Bilaspur,318,77,239,2
2020-07-15,Chhattisgarh,Dakshin Bastar Dantewada,59,27,32,0
2020-07-15,Chhattisgarh,Dhamtari,24,16,7,1
2020-07-15,Chhattisgarh,Durg,247,73,170,4
2020-07-15,Chhattisgarh,Gariaband,60,13,47,0
2020-07-15,Chhattisgarh,Janjgir Champa,305,47,257,1
2020-07-15,Chhattisgarh,Jashpur,192,3,189,0
2020-07-15,Chhattisgarh,Kabeerdham,117,7,110,0
2020-07-15,Chhattisgarh,Kondagaon,14,9,5,0
2020-07-15,Chhattisgarh,Korba,345,32,313,0
2020-07-15,Chhattisgarh,Koriya,78,15,63,0
2020-07-15,Chhattisgarh,Mahasamund,92,2,89,1
2020-07-15,Chhattisgarh,Mungeli,132,9,123,0
2020-07-15,Chhattisgarh,Narayanpur,135,103,32,0
2020-07-15,Chhattisgarh,Raigarh,150,7,141,2
2020-07-15,Chhattisgarh,Raipur,918,504,410,4
2020-07-15,Chhattisgarh,Rajnandgaon,391,59,330,2
2020-07-15,Chhattisgarh,Sukma,25,20,5,0
2020-07-15,Chhattisgarh,Surajpur,32,3,29,0
2020-07-15,Chhattisgarh,Surguja,116,49,66,1
2020-07-15,Chhattisgarh,Uttar Bastar Kanker,92,18,74,0
2020-07-15,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,244,72,171,1
2020-07-15,Dadra and Nagar Haveli and Daman and Diu,Daman,288,102,185,1
2020-07-15,Dadra and Nagar Haveli and Daman and Diu,Diu,26,11,15,0
2020-07-15,Goa,North Goa,643,359,281,3
2020-07-15,Goa,South Goa,1482,771,696,15
2020-07-15,Gujarat,Ahmedabad,23599,3633,18439,1527
2020-07-15,Gujarat,Amreli,194,95,90,9
2020-07-15,Gujarat,Anand,325,27,285,13
2020-07-15,Gujarat,Aravalli,258,18,216,24
2020-07-15,Gujarat,Banaskantha,380,80,284,16
2020-07-15,Gujarat,Bharuch,472,190,271,11
2020-07-15,Gujarat,Bhavnagar,748,500,233,15
2020-07-15,Gujarat,Botad,129,40,86,3
2020-07-15,Gujarat,Chhota Udaipur,85,27,56,2
2020-07-15,Gujarat,Dahod,183,120,61,2
2020-07-15,Gujarat,Dang,7,3,4,0
2020-07-15,Gujarat,Devbhumi Dwarka,29,3,23,3
2020-07-15,Gujarat,Gandhinagar,974,262,677,35
2020-07-15,Gujarat,Gir Somnath,149,94,54,1
2020-07-15,Gujarat,Jamnagar,393,181,203,9
2020-07-15,Gujarat,Junagadh,426,192,228,6
2020-07-15,Gujarat,Kheda,367,134,218,15
2020-07-15,Gujarat,Kutch,273,103,163,7
2020-07-15,Gujarat,Mahisagar,195,59,134,2
2020-07-15,Gujarat,Mehsana,489,261,213,15
2020-07-15,Gujarat,Morbi,114,61,49,4
2020-07-15,Gujarat,Narmada,118,22,96,0
2020-07-15,Gujarat,Navsari,288,130,156,2
2020-07-15,Gujarat,Panchmahal,263,58,190,15
2020-07-15,Gujarat,Patan,304,69,216,19
2020-07-15,Gujarat,Porbandar,30,6,22,2
2020-07-15,Gujarat,Rajkot,767,517,232,18
2020-07-15,Gujarat,Sabarkantha,274,88,178,8
2020-07-15,Gujarat,Surat,8642,2977,5436,229
2020-07-15,Gujarat,Surendranagar,380,226,144,10
2020-07-15,Gujarat,Tapi,53,21,32,0
2020-07-15,Gujarat,Vadodara,3279,787,2440,52
2020-07-15,Gujarat,Valsad,375,213,157,5
2020-07-15,Himachal Pradesh,Bilaspur,63,22,41,0
2020-07-15,Himachal Pradesh,Chamba,71,17,54,0
2020-07-15,Himachal Pradesh,Hamirpur,276,12,261,3
2020-07-15,Himachal Pradesh,Kangra,314,38,273,3
2020-07-15,Himachal Pradesh,Kinnaur,36,29,7,0
2020-07-15,Himachal Pradesh,Kullu,14,9,5,0
2020-07-15,Himachal Pradesh,Lahaul and Spiti,4,1,3,0
2020-07-15,Himachal Pradesh,Mandi,40,8,30,2
2020-07-15,Himachal Pradesh,Shimla,62,19,41,2
2020-07-15,Himachal Pradesh,Sirmaur,47,14,33,0
2020-07-15,Himachal Pradesh,Solan,268,164,104,0
2020-07-15,Himachal Pradesh,Una,146,32,114,0
2020-07-15,Haryana,Ambala,691,251,434,6
2020-07-15,Haryana,Bhiwani,689,149,535,5
2020-07-15,Haryana,Charkhi Dadri,101,21,79,1
2020-07-15,Haryana,Faridabad,5881,1036,4741,104
2020-07-15,Haryana,Fatehabad,178,51,126,1
2020-07-15,Haryana,Gurugram,7208,1020,6078,110
2020-07-15,Haryana,Hisar,509,221,281,7
2020-07-15,Haryana,Jhajjar,539,190,345,4
2020-07-15,Haryana,Jind,156,39,113,4
2020-07-15,Haryana,Kaithal,162,45,117,0
2020-07-15,Haryana,Karnal,563,155,400,8
2020-07-15,Haryana,Kurukshetra,215,59,155,1
2020-07-15,Haryana,Mahendragarh,519,221,297,1
2020-07-15,Haryana,Nuh,367,109,254,4
2020-07-15,Haryana,Palwal,555,141,408,6
2020-07-15,Haryana,Panchkula,179,59,120,0
2020-07-15,Haryana,Panipat,423,182,233,8
2020-07-15,Haryana,Rewari,735,275,454,6
2020-07-15,Haryana,Rohtak,1064,359,689,16
2020-07-15,Haryana,Sirsa,230,82,147,1
2020-07-15,Haryana,Sonipat,2170,629,1517,24
2020-07-15,Haryana,Yamunanagar,137,26,109,2
2020-07-15,Jharkhand,Bokaro,93,46,45,2
2020-07-15,Jharkhand,Chatra,135,79,56,0
2020-07-15,Jharkhand,Deoghar,89,41,47,1
2020-07-15,Jharkhand,Dhanbad,320,135,178,7
2020-07-15,Jharkhand,Dumka,28,16,12,0
2020-07-15,Jharkhand,East Singhbhum,722,392,325,5
2020-07-15,Jharkhand,Garhwa,182,85,97,0
2020-07-15,Jharkhand,Giridih,171,72,96,3
2020-07-15,Jharkhand,Godda,31,22,8,1
2020-07-15,Jharkhand,Gumla,132,33,98,1
2020-07-15,Jharkhand,Hazaribagh,361,161,196,4
2020-07-15,Jharkhand,Jamtara,36,8,28,0
2020-07-15,Jharkhand,Khunti,37,5,31,1
2020-07-15,Jharkhand,Koderma,308,108,198,2
2020-07-15,Jharkhand,Latehar,141,86,55,0
2020-07-15,Jharkhand,Lohardaga,124,66,58,0
2020-07-15,Jharkhand,Pakur,104,73,31,0
2020-07-15,Jharkhand,Palamu,105,15,90,0
2020-07-15,Jharkhand,Ramgarh,228,98,130,0
2020-07-15,Jharkhand,Ranchi,565,344,213,8
2020-07-15,Jharkhand,Sahibganj,60,39,19,2
2020-07-15,Jharkhand,Seraikela-Kharsawan,111,53,58,0
2020-07-15,Jharkhand,Simdega,371,12,358,1
2020-07-15,Jharkhand,West Singhbhum,108,50,58,0
2020-07-15,Jammu and Kashmir,Anantnag,933,280,638,15
2020-07-15,Jammu and Kashmir,Bandipora,419,120,296,3
2020-07-15,Jammu and Kashmir,Baramulla,1381,766,572,43
2020-07-15,Jammu and Kashmir,Budgam,628,282,331,15
2020-07-15,Jammu and Kashmir,Doda,152,72,78,2
2020-07-15,Jammu and Kashmir,Ganderbal,211,107,100,4
2020-07-15,Jammu and Kashmir,Jammu,539,184,344,11
2020-07-15,Jammu and Kashmir,Kathua,326,96,229,1
2020-07-15,Jammu and Kashmir,Kishtwar,58,31,27,0
2020-07-15,Jammu and Kashmir,Kulgam,1076,374,679,23
2020-07-15,Jammu and Kashmir,Kupwara,815,282,522,11
2020-07-15,Jammu and Kashmir,Pulwama,742,359,375,8
2020-07-15,Jammu and Kashmir,Poonch,148,26,121,1
2020-07-15,Jammu and Kashmir,Rajouri,288,189,98,1
2020-07-15,Jammu and Kashmir,Ramban,277,68,209,0
2020-07-15,Jammu and Kashmir,Reasi,60,21,39,0
2020-07-15,Jammu and Kashmir,Samba,293,148,144,1
2020-07-15,Jammu and Kashmir,Shopian,930,206,707,17
2020-07-15,Jammu and Kashmir,Srinagar,2086,1488,549,49
2020-07-15,Jammu and Kashmir,Udhampur,304,24,279,1
2020-07-15,Karnataka,Bagalkote,548,319,209,20
2020-07-15,Karnataka,Ballari,2023,874,1102,47
2020-07-15,Karnataka,Belagavi,602,226,362,14
2020-07-15,Karnataka,Bengaluru Rural,409,356,46,7
2020-07-15,Karnataka,Bengaluru Urban,22942,17050,5455,437
2020-07-15,Karnataka,Bidar,1138,420,667,51
2020-07-15,Karnataka,Chamarajanagar,196,83,110,3
2020-07-15,Karnataka,Chikkaballapur,490,226,249,15
2020-07-15,Karnataka,Chikkamagaluru,170,58,105,7
2020-07-15,Karnataka,Chitradurga,133,58,74,1
2020-07-15,Karnataka,Dakshina Kannada,2520,1568,907,45
2020-07-15,Karnataka,Davanagere,633,128,483,22
2020-07-15,Karnataka,Dharwad,1400,874,482,44
2020-07-15,Karnataka,Gadag,370,167,194,9
2020-07-15,Karnataka,Hassan,739,266,451,22
2020-07-15,Karnataka,Haveri,313,124,182,7
2020-07-15,Karnataka,Kalaburagi,2380,823,1520,37
2020-07-15,Karnataka,Kodagu,218,147,68,3
2020-07-15,Karnataka,Kolar,332,198,132,2
2020-07-15,Karnataka,Koppal,357,216,136,5
2020-07-15,Karnataka,Mandya,787,234,552,1
2020-07-15,Karnataka,Mysuru,1190,640,503,47
2020-07-15,Karnataka,Raichur,814,319,483,12
2020-07-15,Karnataka,Ramanagara,392,202,181,9
2020-07-15,Karnataka,Shivamogga,559,310,238,11
2020-07-15,Karnataka,Tumakuru,552,364,172,16
2020-07-15,Karnataka,Udupi,1787,413,1371,3
2020-07-15,Karnataka,Uttara Kannada,746,430,308,8
2020-07-15,Karnataka,Vijayapura,976,303,654,19
2020-07-15,Karnataka,Yadgir,1501,462,1038,1
2020-07-15,Kerala,Alappuzha,818,537,278,3
2020-07-15,Kerala,Ernakulam,664,448,213,3
2020-07-15,Kerala,Idukki,267,170,96,1
2020-07-15,Kerala,Kannur,799,325,468,6
2020-07-15,Kerala,Kasaragod,768,304,464,0
2020-07-15,Kerala,Kollam,563,232,328,3
2020-07-15,Kerala,Kottayam,388,173,215,0
2020-07-15,Kerala,Kozhikode,541,256,283,2
2020-07-15,Kerala,Malappuram,1113,561,547,5
2020-07-15,Kerala,Palakkad,947,273,673,1
2020-07-15,Kerala,Pathanamthitta,645,331,313,1
2020-07-15,Kerala,Thiruvananthapuram,1163,924,233,6
2020-07-15,Kerala,Thrissur,678,250,424,4
2020-07-15,Kerala,Wayanad,200,100,99,1
2020-07-15,Ladakh,Kargil,725,29,696,0
2020-07-15,Ladakh,Leh,417,148,268,1
2020-07-15,Maharashtra,Ahmednagar,1029,433,570,26
2020-07-15,Maharashtra,Akola,1906,259,1552,95
2020-07-15,Maharashtra,Amravati,989,292,659,38
2020-07-15,Maharashtra,Aurangabad,8821,3828,4643,350
2020-07-15,Maharashtra,Beed,248,119,124,5
2020-07-15,Maharashtra,Bhandara,175,78,95,2
2020-07-15,Maharashtra,Buldhana,434,201,216,17
2020-07-15,Maharashtra,Chandrapur,192,86,106,0
2020-07-15,Maharashtra,Dhule,1688,658,949,81
2020-07-15,Maharashtra,Gadchiroli,153,74,78,1
2020-07-15,Maharashtra,Gondia,220,54,163,3
2020-07-15,Maharashtra,Hingoli,368,75,291,2
2020-07-15,Maharashtra,Jalgaon,6576,2433,3768,375
2020-07-15,Maharashtra,Jalna,1089,427,612,50
2020-07-15,Maharashtra,Kolhapur,1385,520,840,25
2020-07-15,Maharashtra,Latur,798,393,364,41
2020-07-15,Maharashtra,Mumbai,96474,23177,67830,5467
2020-07-15,Maharashtra,Nagpur,2252,825,1404,23
2020-07-15,Maharashtra,Nanded,691,407,256,28
2020-07-15,Maharashtra,Nandurbar,309,126,172,11
2020-07-15,Maharashtra,Nashik,7932,3038,4575,319
2020-07-15,Maharashtra,Osmanabad,429,140,272,17
2020-07-15,Maharashtra,Palghar,10462,4916,5338,208
2020-07-15,Maharashtra,Parbhani,242,103,132,7
2020-07-15,Maharashtra,Pune,44202,25510,17492,1200
2020-07-15,Maharashtra,Raigad,9604,5194,4238,172
2020-07-15,Maharashtra,Ratnagiri,971,301,637,33
2020-07-15,Maharashtra,Sangli,670,255,394,21
2020-07-15,Maharashtra,Satara,1984,828,1086,70
2020-07-15,Maharashtra,Sindhudurg,262,34,223,5
2020-07-15,Maharashtra,Solapur,4707,2067,2273,367
2020-07-15,Maharashtra,Thane,67360,34722,30820,1818
2020-07-15,Maharashtra,Wardha,44,29,14,1
2020-07-15,Maharashtra,Washim,283,166,112,5
2020-07-15,Maharashtra,Yavatmal,476,147,315,14
2020-07-15,Meghalaya,East Jaintia Hills,1,1,0,0
2020-07-15,Meghalaya,East Khasi Hills,136,118,17,1
2020-07-15,Meghalaya,North Garo Hills,1,0,1,0
2020-07-15,Meghalaya,Ribhoi,16,16,0,0
2020-07-15,Meghalaya,South West Garo Hills,7,1,6,0
2020-07-15,Meghalaya,West Garo Hills,8,4,4,0
2020-07-15,Meghalaya,West Jaintia Hills,5,0,5,0
2020-07-15,Meghalaya,West Khasi Hills,1,1,0,0
2020-07-15,Manipur,Bishnupur,82,24,58,0
2020-07-15,Manipur,Chandel,39,35,4,0
2020-07-15,Manipur,Churachandpur,155,97,58,0
2020-07-15,Manipur,Imphal East,60,44,16,0
2020-07-15,Manipur,Imphal West,138,86,52,0
2020-07-15,Manipur,Jiribam,71,69,2,0
2020-07-15,Manipur,Kakching,108,81,27,0
2020-07-15,Manipur,Kamjong,127,110,17,0
2020-07-15,Manipur,Kangpokpi,171,152,19,0
2020-07-15,Manipur,Noney,25,7,18,0
2020-07-15,Manipur,Pherzawl,32,17,15,0
2020-07-15,Manipur,Senapati,181,160,21,0
2020-07-15,Manipur,Tamenglong,203,171,32,0
2020-07-15,Manipur,Tengnoupal,14,1,13,0
2020-07-15,Manipur,Thoubal,81,58,23,0
2020-07-15,Manipur,Ukhrul,213,195,18,0
2020-07-15,Madhya Pradesh,Agar Malwa,41,23,16,2
